"region","hustyp","bostadsarea","år","Antal"
"Håbo","övriga hus","81-90 kvm","2019",3
"Håbo","övriga hus","81-90 kvm","2020",3
"Håbo","övriga hus","81-90 kvm","2021",3
"Håbo","övriga hus","81-90 kvm","2022",3
"Håbo","övriga hus","81-90 kvm","2023",3
"Håbo","övriga hus","81-90 kvm","2024",3
"Håbo","övriga hus","91-100 kvm","2013",2
"Håbo","övriga hus","91-100 kvm","2014",2
"Håbo","övriga hus","91-100 kvm","2015",2
"Håbo","övriga hus","91-100 kvm","2016",2
"Håbo","övriga hus","91-100 kvm","2017",2
"Håbo","övriga hus","91-100 kvm","2018",2
"Håbo","övriga hus","91-100 kvm","2019",2
"Håbo","övriga hus","91-100 kvm","2020",2
"Håbo","övriga hus","91-100 kvm","2021",2
"Håbo","övriga hus","91-100 kvm","2022",2
"Håbo","övriga hus","91-100 kvm","2023",2
"Håbo","övriga hus","91-100 kvm","2024",2
"Håbo","övriga hus","101-110 kvm","2013",4
"Håbo","övriga hus","101-110 kvm","2014",4
"Håbo","övriga hus","101-110 kvm","2015",4
"Håbo","övriga hus","101-110 kvm","2016",4
"Håbo","övriga hus","101-110 kvm","2017",4
"Håbo","övriga hus","101-110 kvm","2018",4
"Håbo","övriga hus","101-110 kvm","2019",4
"Håbo","övriga hus","101-110 kvm","2020",4
"Håbo","övriga hus","101-110 kvm","2021",4
"Håbo","övriga hus","101-110 kvm","2022",4
"Håbo","övriga hus","101-110 kvm","2023",4
"Håbo","övriga hus","101-110 kvm","2024",4
"Håbo","övriga hus","111-120 kvm","2013",4
"Håbo","övriga hus","111-120 kvm","2014",4
"Håbo","övriga hus","111-120 kvm","2015",4
"Håbo","övriga hus","111-120 kvm","2016",4
"Håbo","övriga hus","111-120 kvm","2017",4
"Håbo","övriga hus","111-120 kvm","2018",3
"Håbo","övriga hus","111-120 kvm","2019",3
"Håbo","övriga hus","111-120 kvm","2020",3
"Håbo","övriga hus","111-120 kvm","2021",2
"Håbo","övriga hus","111-120 kvm","2022",2
"Håbo","övriga hus","111-120 kvm","2023",2
"Håbo","övriga hus","111-120 kvm","2024",2
"Håbo","övriga hus","121-130 kvm","2013",4
"Håbo","övriga hus","121-130 kvm","2014",4
"Håbo","övriga hus","121-130 kvm","2015",4
"Håbo","övriga hus","121-130 kvm","2016",4
"Håbo","övriga hus","121-130 kvm","2017",5
"Håbo","övriga hus","121-130 kvm","2018",5
"Håbo","övriga hus","121-130 kvm","2019",5
"Håbo","övriga hus","121-130 kvm","2020",5
"Håbo","övriga hus","121-130 kvm","2021",5
"Håbo","övriga hus","121-130 kvm","2022",5
"Håbo","övriga hus","121-130 kvm","2023",5
"Håbo","övriga hus","121-130 kvm","2024",5
"Håbo","övriga hus","131-140 kvm","2013",1
"Håbo","övriga hus","131-140 kvm","2014",1
"Håbo","övriga hus","131-140 kvm","2015",1
"Håbo","övriga hus","131-140 kvm","2016",1
"Håbo","övriga hus","131-140 kvm","2017",1
"Håbo","övriga hus","131-140 kvm","2018",1
"Håbo","övriga hus","131-140 kvm","2019",1
"Håbo","övriga hus","131-140 kvm","2020",1
"Håbo","övriga hus","131-140 kvm","2021",1
"Håbo","övriga hus","131-140 kvm","2022",1
"Håbo","övriga hus","131-140 kvm","2023",1
"Håbo","övriga hus","131-140 kvm","2024",1
"Håbo","övriga hus","141-150 kvm","2013",1
"Håbo","övriga hus","141-150 kvm","2014",2
"Håbo","övriga hus","141-150 kvm","2015",2
"Håbo","övriga hus","141-150 kvm","2016",2
"Håbo","övriga hus","141-150 kvm","2017",2
"Håbo","övriga hus","141-150 kvm","2018",2
"Håbo","övriga hus","141-150 kvm","2019",2
"Håbo","övriga hus","141-150 kvm","2020",2
"Håbo","övriga hus","141-150 kvm","2021",2
"Håbo","övriga hus","141-150 kvm","2022",2
"Håbo","övriga hus","141-150 kvm","2023",2
"Håbo","övriga hus","141-150 kvm","2024",2
"Håbo","övriga hus","151-160 kvm","2013",0
"Håbo","övriga hus","151-160 kvm","2014",0
"Håbo","övriga hus","151-160 kvm","2015",0
"Håbo","övriga hus","151-160 kvm","2016",0
"Håbo","övriga hus","151-160 kvm","2017",0
"Håbo","övriga hus","151-160 kvm","2018",0
"Håbo","övriga hus","151-160 kvm","2019",0
"Håbo","övriga hus","151-160 kvm","2020",0
"Håbo","övriga hus","151-160 kvm","2021",0
"Håbo","övriga hus","151-160 kvm","2022",0
"Håbo","övriga hus","151-160 kvm","2023",0
"Håbo","övriga hus","151-160 kvm","2024",0
"Håbo","övriga hus","161-170 kvm","2013",0
"Håbo","övriga hus","161-170 kvm","2014",0
"Håbo","övriga hus","161-170 kvm","2015",0
"Håbo","övriga hus","161-170 kvm","2016",0
"Håbo","övriga hus","161-170 kvm","2017",0
"Håbo","övriga hus","161-170 kvm","2018",0
"Håbo","övriga hus","161-170 kvm","2019",0
"Håbo","övriga hus","161-170 kvm","2020",0
"Håbo","övriga hus","161-170 kvm","2021",0
"Håbo","övriga hus","161-170 kvm","2022",0
"Håbo","övriga hus","161-170 kvm","2023",0
"Håbo","övriga hus","161-170 kvm","2024",0
"Håbo","övriga hus","171-180 kvm","2013",0
"Håbo","övriga hus","171-180 kvm","2014",0
"Håbo","övriga hus","171-180 kvm","2015",0
"Håbo","övriga hus","171-180 kvm","2016",0
"Håbo","övriga hus","171-180 kvm","2017",0
"Håbo","övriga hus","171-180 kvm","2018",0
"Håbo","övriga hus","171-180 kvm","2019",0
"Håbo","övriga hus","171-180 kvm","2020",0
"Håbo","övriga hus","171-180 kvm","2021",0
"Håbo","övriga hus","171-180 kvm","2022",0
"Håbo","övriga hus","171-180 kvm","2023",0
"Håbo","övriga hus","171-180 kvm","2024",0
"Håbo","övriga hus","181-190 kvm","2013",0
"Håbo","övriga hus","181-190 kvm","2014",0
"Håbo","övriga hus","181-190 kvm","2015",0
"Håbo","övriga hus","181-190 kvm","2016",0
"Håbo","övriga hus","181-190 kvm","2017",0
"Håbo","övriga hus","181-190 kvm","2018",0
"Håbo","övriga hus","181-190 kvm","2019",0
"Håbo","övriga hus","181-190 kvm","2020",0
"Håbo","övriga hus","181-190 kvm","2021",0
"Håbo","övriga hus","181-190 kvm","2022",0
"Håbo","övriga hus","181-190 kvm","2023",0
"Håbo","övriga hus","181-190 kvm","2024",0
"Håbo","övriga hus","191-200 kvm","2013",0
"Håbo","övriga hus","191-200 kvm","2014",0
"Håbo","övriga hus","191-200 kvm","2015",0
"Håbo","övriga hus","191-200 kvm","2016",0
"Håbo","övriga hus","191-200 kvm","2017",0
"Håbo","övriga hus","191-200 kvm","2018",0
"Håbo","övriga hus","191-200 kvm","2019",0
"Håbo","övriga hus","191-200 kvm","2020",0
"Håbo","övriga hus","191-200 kvm","2021",0
"Håbo","övriga hus","191-200 kvm","2022",1
"Håbo","övriga hus","191-200 kvm","2023",1
"Håbo","övriga hus","191-200 kvm","2024",1
"Håbo","övriga hus","> 200 kvm","2013",1
"Håbo","övriga hus","> 200 kvm","2014",1
"Håbo","övriga hus","> 200 kvm","2015",1
"Håbo","övriga hus","> 200 kvm","2016",1
"Håbo","övriga hus","> 200 kvm","2017",1
"Håbo","övriga hus","> 200 kvm","2018",1
"Håbo","övriga hus","> 200 kvm","2019",1
"Håbo","övriga hus","> 200 kvm","2020",1
"Håbo","övriga hus","> 200 kvm","2021",1
"Håbo","övriga hus","> 200 kvm","2022",1
"Håbo","övriga hus","> 200 kvm","2023",1
"Håbo","övriga hus","> 200 kvm","2024",1
"Håbo","övriga hus","uppgift saknas","2013",0
"Håbo","övriga hus","uppgift saknas","2014",0
"Håbo","övriga hus","uppgift saknas","2015",0
"Håbo","övriga hus","uppgift saknas","2016",0
"Håbo","övriga hus","uppgift saknas","2017",0
"Håbo","övriga hus","uppgift saknas","2018",0
"Håbo","övriga hus","uppgift saknas","2019",0
"Håbo","övriga hus","uppgift saknas","2020",0
"Håbo","övriga hus","uppgift saknas","2021",0
"Håbo","övriga hus","uppgift saknas","2022",0
"Håbo","övriga hus","uppgift saknas","2023",0
"Håbo","övriga hus","uppgift saknas","2024",0
"Älvkarleby","småhus","< 31 kvm","2013",2
"Älvkarleby","småhus","< 31 kvm","2014",2
"Älvkarleby","småhus","< 31 kvm","2015",2
"Älvkarleby","småhus","< 31 kvm","2016",2
"Älvkarleby","småhus","< 31 kvm","2017",3
"Älvkarleby","småhus","< 31 kvm","2018",3
"Älvkarleby","småhus","< 31 kvm","2019",3
"Älvkarleby","småhus","< 31 kvm","2020",4
"Älvkarleby","småhus","< 31 kvm","2021",4
"Älvkarleby","småhus","< 31 kvm","2022",4
"Älvkarleby","småhus","< 31 kvm","2023",4
"Älvkarleby","småhus","< 31 kvm","2024",4
"Älvkarleby","småhus","31-40 kvm","2013",6
"Älvkarleby","småhus","31-40 kvm","2014",9
"Älvkarleby","småhus","31-40 kvm","2015",9
"Älvkarleby","småhus","31-40 kvm","2016",9
"Älvkarleby","småhus","31-40 kvm","2017",10
"Älvkarleby","småhus","31-40 kvm","2018",11
"Älvkarleby","småhus","31-40 kvm","2019",10
"Älvkarleby","småhus","31-40 kvm","2020",10
"Älvkarleby","småhus","31-40 kvm","2021",11
"Älvkarleby","småhus","31-40 kvm","2022",12
"Älvkarleby","småhus","31-40 kvm","2023",12
"Älvkarleby","småhus","31-40 kvm","2024",12
"Älvkarleby","småhus","41-50 kvm","2013",27
"Älvkarleby","småhus","41-50 kvm","2014",25
"Älvkarleby","småhus","41-50 kvm","2015",25
"Älvkarleby","småhus","41-50 kvm","2016",26
"Älvkarleby","småhus","41-50 kvm","2017",27
"Älvkarleby","småhus","41-50 kvm","2018",26
"Älvkarleby","småhus","41-50 kvm","2019",30
"Älvkarleby","småhus","41-50 kvm","2020",27
"Älvkarleby","småhus","41-50 kvm","2021",28
"Älvkarleby","småhus","41-50 kvm","2022",29
"Älvkarleby","småhus","41-50 kvm","2023",31
"Älvkarleby","småhus","41-50 kvm","2024",31
"Älvkarleby","småhus","51-60 kvm","2013",85
"Älvkarleby","småhus","51-60 kvm","2014",80
"Älvkarleby","småhus","51-60 kvm","2015",82
"Älvkarleby","småhus","51-60 kvm","2016",85
"Älvkarleby","småhus","51-60 kvm","2017",89
"Älvkarleby","småhus","51-60 kvm","2018",91
"Älvkarleby","småhus","51-60 kvm","2019",92
"Älvkarleby","småhus","51-60 kvm","2020",93
"Älvkarleby","småhus","51-60 kvm","2021",94
"Älvkarleby","småhus","51-60 kvm","2022",97
"Älvkarleby","småhus","51-60 kvm","2023",97
"Älvkarleby","småhus","51-60 kvm","2024",94
"Älvkarleby","småhus","61-70 kvm","2013",133
"Älvkarleby","småhus","61-70 kvm","2014",134
"Älvkarleby","småhus","61-70 kvm","2015",135
"Älvkarleby","småhus","61-70 kvm","2016",137
"Älvkarleby","småhus","61-70 kvm","2017",139
"Älvkarleby","småhus","61-70 kvm","2018",136
"Älvkarleby","småhus","61-70 kvm","2019",137
"Älvkarleby","småhus","61-70 kvm","2020",140
"Älvkarleby","småhus","61-70 kvm","2021",143
"Älvkarleby","småhus","61-70 kvm","2022",145
"Älvkarleby","småhus","61-70 kvm","2023",148
"Älvkarleby","småhus","61-70 kvm","2024",147
"Älvkarleby","småhus","71-80 kvm","2013",279
"Älvkarleby","småhus","71-80 kvm","2014",276
"Älvkarleby","småhus","71-80 kvm","2015",279
"Älvkarleby","småhus","71-80 kvm","2016",279
"Älvkarleby","småhus","71-80 kvm","2017",283
"Älvkarleby","småhus","71-80 kvm","2018",283
"Älvkarleby","småhus","71-80 kvm","2019",281
"Älvkarleby","småhus","71-80 kvm","2020",282
"Älvkarleby","småhus","71-80 kvm","2021",280
"Älvkarleby","småhus","71-80 kvm","2022",279
"Älvkarleby","småhus","71-80 kvm","2023",281
"Älvkarleby","småhus","71-80 kvm","2024",274
"Älvkarleby","småhus","81-90 kvm","2013",282
"Älvkarleby","småhus","81-90 kvm","2014",281
"Älvkarleby","småhus","81-90 kvm","2015",280
"Älvkarleby","småhus","81-90 kvm","2016",283
"Älvkarleby","småhus","81-90 kvm","2017",288
"Älvkarleby","småhus","81-90 kvm","2018",285
"Älvkarleby","småhus","81-90 kvm","2019",291
"Älvkarleby","småhus","81-90 kvm","2020",288
"Älvkarleby","småhus","81-90 kvm","2021",289
"Älvkarleby","småhus","81-90 kvm","2022",286
"Älvkarleby","småhus","81-90 kvm","2023",286
"Älvkarleby","småhus","81-90 kvm","2024",287
"Älvkarleby","småhus","91-100 kvm","2013",482
"Älvkarleby","småhus","91-100 kvm","2014",484
"Älvkarleby","småhus","91-100 kvm","2015",486
"Älvkarleby","småhus","91-100 kvm","2016",485
"Älvkarleby","småhus","91-100 kvm","2017",481
"Älvkarleby","småhus","91-100 kvm","2018",482
"Älvkarleby","småhus","91-100 kvm","2019",481
"Älvkarleby","småhus","91-100 kvm","2020",483
"Älvkarleby","småhus","91-100 kvm","2021",487
"Älvkarleby","småhus","91-100 kvm","2022",486
"Älvkarleby","småhus","91-100 kvm","2023",474
"Älvkarleby","småhus","91-100 kvm","2024",477
"Älvkarleby","småhus","101-110 kvm","2013",451
"Älvkarleby","småhus","101-110 kvm","2014",448
"Älvkarleby","småhus","101-110 kvm","2015",452
"Älvkarleby","småhus","101-110 kvm","2016",455
"Älvkarleby","småhus","101-110 kvm","2017",453
"Älvkarleby","småhus","101-110 kvm","2018",456
"Älvkarleby","småhus","101-110 kvm","2019",457
"Älvkarleby","småhus","101-110 kvm","2020",452
"Älvkarleby","småhus","101-110 kvm","2021",456
"Älvkarleby","småhus","101-110 kvm","2022",455
"Älvkarleby","småhus","101-110 kvm","2023",453
"Älvkarleby","småhus","101-110 kvm","2024",448
"Älvkarleby","småhus","111-120 kvm","2013",305
"Älvkarleby","småhus","111-120 kvm","2014",310
"Älvkarleby","småhus","111-120 kvm","2015",312
"Älvkarleby","småhus","111-120 kvm","2016",312
"Älvkarleby","småhus","111-120 kvm","2017",312
"Älvkarleby","småhus","111-120 kvm","2018",305
"Älvkarleby","småhus","111-120 kvm","2019",311
"Älvkarleby","småhus","111-120 kvm","2020",314
"Älvkarleby","småhus","111-120 kvm","2021",312
"Älvkarleby","småhus","111-120 kvm","2022",311
"Älvkarleby","småhus","111-120 kvm","2023",331
"Älvkarleby","småhus","111-120 kvm","2024",330
"Älvkarleby","småhus","121-130 kvm","2013",245
"Älvkarleby","småhus","121-130 kvm","2014",243
"Älvkarleby","småhus","121-130 kvm","2015",241
"Älvkarleby","småhus","121-130 kvm","2016",240
"Älvkarleby","småhus","121-130 kvm","2017",241
"Älvkarleby","småhus","121-130 kvm","2018",238
"Älvkarleby","småhus","121-130 kvm","2019",242
"Älvkarleby","småhus","121-130 kvm","2020",239
"Älvkarleby","småhus","121-130 kvm","2021",239
"Älvkarleby","småhus","121-130 kvm","2022",247
"Älvkarleby","småhus","121-130 kvm","2023",248
"Älvkarleby","småhus","121-130 kvm","2024",249
"Älvkarleby","småhus","131-140 kvm","2013",167
"Älvkarleby","småhus","131-140 kvm","2014",168
"Älvkarleby","småhus","131-140 kvm","2015",172
"Älvkarleby","småhus","131-140 kvm","2016",169
"Älvkarleby","småhus","131-140 kvm","2017",173
"Älvkarleby","småhus","131-140 kvm","2018",174
"Älvkarleby","småhus","131-140 kvm","2019",172
"Älvkarleby","småhus","131-140 kvm","2020",173
"Älvkarleby","småhus","131-140 kvm","2021",175
"Älvkarleby","småhus","131-140 kvm","2022",176
"Älvkarleby","småhus","131-140 kvm","2023",180
"Älvkarleby","småhus","131-140 kvm","2024",180
"Älvkarleby","småhus","141-150 kvm","2013",198
"Älvkarleby","småhus","141-150 kvm","2014",196
"Älvkarleby","småhus","141-150 kvm","2015",193
"Älvkarleby","småhus","141-150 kvm","2016",195
"Älvkarleby","småhus","141-150 kvm","2017",195
"Älvkarleby","småhus","141-150 kvm","2018",197
"Älvkarleby","småhus","141-150 kvm","2019",195
"Älvkarleby","småhus","141-150 kvm","2020",195
"Älvkarleby","småhus","141-150 kvm","2021",195
"Älvkarleby","småhus","141-150 kvm","2022",198
"Älvkarleby","småhus","141-150 kvm","2023",201
"Älvkarleby","småhus","141-150 kvm","2024",203
"Älvkarleby","småhus","151-160 kvm","2013",90
"Älvkarleby","småhus","151-160 kvm","2014",90
"Älvkarleby","småhus","151-160 kvm","2015",92
"Älvkarleby","småhus","151-160 kvm","2016",91
"Älvkarleby","småhus","151-160 kvm","2017",92
"Älvkarleby","småhus","151-160 kvm","2018",91
"Älvkarleby","småhus","151-160 kvm","2019",92
"Älvkarleby","småhus","151-160 kvm","2020",91
"Älvkarleby","småhus","151-160 kvm","2021",92
"Älvkarleby","småhus","151-160 kvm","2022",90
"Älvkarleby","småhus","151-160 kvm","2023",93
"Älvkarleby","småhus","151-160 kvm","2024",95
"Älvkarleby","småhus","161-170 kvm","2013",54
"Älvkarleby","småhus","161-170 kvm","2014",53
"Älvkarleby","småhus","161-170 kvm","2015",52
"Älvkarleby","småhus","161-170 kvm","2016",53
"Älvkarleby","småhus","161-170 kvm","2017",53
"Älvkarleby","småhus","161-170 kvm","2018",54
"Älvkarleby","småhus","161-170 kvm","2019",53
"Älvkarleby","småhus","161-170 kvm","2020",54
"Älvkarleby","småhus","161-170 kvm","2021",54
"Älvkarleby","småhus","161-170 kvm","2022",59
"Älvkarleby","småhus","161-170 kvm","2023",60
"Älvkarleby","småhus","161-170 kvm","2024",60
"Älvkarleby","småhus","171-180 kvm","2013",43
"Älvkarleby","småhus","171-180 kvm","2014",43
"Älvkarleby","småhus","171-180 kvm","2015",43
"Älvkarleby","småhus","171-180 kvm","2016",43
"Älvkarleby","småhus","171-180 kvm","2017",43
"Älvkarleby","småhus","171-180 kvm","2018",43
"Älvkarleby","småhus","171-180 kvm","2019",42
"Älvkarleby","småhus","171-180 kvm","2020",42
"Älvkarleby","småhus","171-180 kvm","2021",43
"Älvkarleby","småhus","171-180 kvm","2022",45
"Älvkarleby","småhus","171-180 kvm","2023",45
"Älvkarleby","småhus","171-180 kvm","2024",45
"Älvkarleby","småhus","181-190 kvm","2013",30
"Älvkarleby","småhus","181-190 kvm","2014",29
"Älvkarleby","småhus","181-190 kvm","2015",31
"Älvkarleby","småhus","181-190 kvm","2016",31
"Älvkarleby","småhus","181-190 kvm","2017",31
"Älvkarleby","småhus","181-190 kvm","2018",30
"Älvkarleby","småhus","181-190 kvm","2019",31
"Älvkarleby","småhus","181-190 kvm","2020",31
"Älvkarleby","småhus","181-190 kvm","2021",30
"Älvkarleby","småhus","181-190 kvm","2022",30
"Älvkarleby","småhus","181-190 kvm","2023",31
"Älvkarleby","småhus","181-190 kvm","2024",30
"Älvkarleby","småhus","191-200 kvm","2013",23
"Älvkarleby","småhus","191-200 kvm","2014",23
"Älvkarleby","småhus","191-200 kvm","2015",23
"Älvkarleby","småhus","191-200 kvm","2016",23
"Älvkarleby","småhus","191-200 kvm","2017",24
"Älvkarleby","småhus","191-200 kvm","2018",26
"Älvkarleby","småhus","191-200 kvm","2019",26
"Älvkarleby","småhus","191-200 kvm","2020",28
"Älvkarleby","småhus","191-200 kvm","2021",29
"Älvkarleby","småhus","191-200 kvm","2022",29
"Älvkarleby","småhus","191-200 kvm","2023",30
"Älvkarleby","småhus","191-200 kvm","2024",30
"Älvkarleby","småhus","> 200 kvm","2013",53
"Älvkarleby","småhus","> 200 kvm","2014",53
"Älvkarleby","småhus","> 200 kvm","2015",55
"Älvkarleby","småhus","> 200 kvm","2016",56
"Älvkarleby","småhus","> 200 kvm","2017",55
"Älvkarleby","småhus","> 200 kvm","2018",55
"Älvkarleby","småhus","> 200 kvm","2019",54
"Älvkarleby","småhus","> 200 kvm","2020",53
"Älvkarleby","småhus","> 200 kvm","2021",55
"Älvkarleby","småhus","> 200 kvm","2022",58
"Älvkarleby","småhus","> 200 kvm","2023",62
"Älvkarleby","småhus","> 200 kvm","2024",69
"Älvkarleby","småhus","uppgift saknas","2013",0
"Älvkarleby","småhus","uppgift saknas","2014",0
"Älvkarleby","småhus","uppgift saknas","2015",0
"Älvkarleby","småhus","uppgift saknas","2016",30
"Älvkarleby","småhus","uppgift saknas","2017",32
"Älvkarleby","småhus","uppgift saknas","2018",34
"Älvkarleby","småhus","uppgift saknas","2019",38
"Älvkarleby","småhus","uppgift saknas","2020",50
"Älvkarleby","småhus","uppgift saknas","2021",50
"Älvkarleby","småhus","uppgift saknas","2022",50
"Älvkarleby","småhus","uppgift saknas","2023",51
"Älvkarleby","småhus","uppgift saknas","2024",50
"Älvkarleby","flerbostadshus","< 31 kvm","2013",28
"Älvkarleby","flerbostadshus","< 31 kvm","2014",28
"Älvkarleby","flerbostadshus","< 31 kvm","2015",28
"Älvkarleby","flerbostadshus","< 31 kvm","2016",28
"Älvkarleby","flerbostadshus","< 31 kvm","2017",28
"Älvkarleby","flerbostadshus","< 31 kvm","2018",31
"Älvkarleby","flerbostadshus","< 31 kvm","2019",31
"Älvkarleby","flerbostadshus","< 31 kvm","2020",31
"Älvkarleby","flerbostadshus","< 31 kvm","2021",32
"Älvkarleby","flerbostadshus","< 31 kvm","2022",32
"Älvkarleby","flerbostadshus","< 31 kvm","2023",32
"Älvkarleby","flerbostadshus","< 31 kvm","2024",32
"Älvkarleby","flerbostadshus","31-40 kvm","2013",95
"Älvkarleby","flerbostadshus","31-40 kvm","2014",95
"Älvkarleby","flerbostadshus","31-40 kvm","2015",95
"Älvkarleby","flerbostadshus","31-40 kvm","2016",95
"Älvkarleby","flerbostadshus","31-40 kvm","2017",95
"Älvkarleby","flerbostadshus","31-40 kvm","2018",94
"Älvkarleby","flerbostadshus","31-40 kvm","2019",94
"Älvkarleby","flerbostadshus","31-40 kvm","2020",94
"Älvkarleby","flerbostadshus","31-40 kvm","2021",96
"Älvkarleby","flerbostadshus","31-40 kvm","2022",106
"Älvkarleby","flerbostadshus","31-40 kvm","2023",106
"Älvkarleby","flerbostadshus","31-40 kvm","2024",106
