"region","hustyp","ägarkategori","år","Antal"
"Tierp","småhus","allmännyttiga bostadsföretag","2019",116
"Tierp","småhus","allmännyttiga bostadsföretag","2020",105
"Tierp","småhus","allmännyttiga bostadsföretag","2021",105
"Tierp","småhus","allmännyttiga bostadsföretag","2022",105
"Tierp","småhus","allmännyttiga bostadsföretag","2023",105
"Tierp","småhus","allmännyttiga bostadsföretag","2024",105
"Tierp","småhus","kooperativa hyresrättsföreningar","2013",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2014",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2015",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2016",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2017",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2018",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2019",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2020",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2021",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2022",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2023",0
"Tierp","småhus","kooperativa hyresrättsföreningar","2024",0
"Tierp","småhus","bostadsrättsföreningar","2013",272
"Tierp","småhus","bostadsrättsföreningar","2014",272
"Tierp","småhus","bostadsrättsföreningar","2015",272
"Tierp","småhus","bostadsrättsföreningar","2016",306
"Tierp","småhus","bostadsrättsföreningar","2017",306
"Tierp","småhus","bostadsrättsföreningar","2018",305
"Tierp","småhus","bostadsrättsföreningar","2019",306
"Tierp","småhus","bostadsrättsföreningar","2020",307
"Tierp","småhus","bostadsrättsföreningar","2021",307
"Tierp","småhus","bostadsrättsföreningar","2022",320
"Tierp","småhus","bostadsrättsföreningar","2023",320
"Tierp","småhus","bostadsrättsföreningar","2024",320
"Tierp","småhus","fysiska personer","2013",5619
"Tierp","småhus","fysiska personer","2014",5635
"Tierp","småhus","fysiska personer","2015",5666
"Tierp","småhus","fysiska personer","2016",5700
"Tierp","småhus","fysiska personer","2017",5736
"Tierp","småhus","fysiska personer","2018",5781
"Tierp","småhus","fysiska personer","2019",5790
"Tierp","småhus","fysiska personer","2020",5793
"Tierp","småhus","fysiska personer","2021",5801
"Tierp","småhus","fysiska personer","2022",5795
"Tierp","småhus","fysiska personer","2023",5776
"Tierp","småhus","fysiska personer","2024",5763
"Tierp","småhus","svenska aktiebolag","2013",57
"Tierp","småhus","svenska aktiebolag","2014",55
"Tierp","småhus","svenska aktiebolag","2015",52
"Tierp","småhus","svenska aktiebolag","2016",62
"Tierp","småhus","svenska aktiebolag","2017",62
"Tierp","småhus","svenska aktiebolag","2018",95
"Tierp","småhus","svenska aktiebolag","2019",105
"Tierp","småhus","svenska aktiebolag","2020",116
"Tierp","småhus","svenska aktiebolag","2021",117
"Tierp","småhus","svenska aktiebolag","2022",118
"Tierp","småhus","svenska aktiebolag","2023",121
"Tierp","småhus","svenska aktiebolag","2024",132
"Tierp","småhus","övriga ägare","2013",48
"Tierp","småhus","övriga ägare","2014",42
"Tierp","småhus","övriga ägare","2015",44
"Tierp","småhus","övriga ägare","2016",44
"Tierp","småhus","övriga ägare","2017",43
"Tierp","småhus","övriga ägare","2018",42
"Tierp","småhus","övriga ägare","2019",43
"Tierp","småhus","övriga ägare","2020",42
"Tierp","småhus","övriga ägare","2021",42
"Tierp","småhus","övriga ägare","2022",44
"Tierp","småhus","övriga ägare","2023",43
"Tierp","småhus","övriga ägare","2024",45
"Tierp","småhus","uppgift saknas","2013",4
"Tierp","småhus","uppgift saknas","2014",6
"Tierp","småhus","uppgift saknas","2015",2
"Tierp","småhus","uppgift saknas","2016",2
"Tierp","småhus","uppgift saknas","2017",3
"Tierp","småhus","uppgift saknas","2018",3
"Tierp","småhus","uppgift saknas","2019",3
"Tierp","småhus","uppgift saknas","2020",4
"Tierp","småhus","uppgift saknas","2021",5
"Tierp","småhus","uppgift saknas","2022",4
"Tierp","småhus","uppgift saknas","2023",4
"Tierp","småhus","uppgift saknas","2024",5
"Tierp","flerbostadshus","stat, kommun, region","2013",0
"Tierp","flerbostadshus","stat, kommun, region","2014",0
"Tierp","flerbostadshus","stat, kommun, region","2015",0
"Tierp","flerbostadshus","stat, kommun, region","2016",0
"Tierp","flerbostadshus","stat, kommun, region","2017",0
"Tierp","flerbostadshus","stat, kommun, region","2018",0
"Tierp","flerbostadshus","stat, kommun, region","2019",0
"Tierp","flerbostadshus","stat, kommun, region","2020",0
"Tierp","flerbostadshus","stat, kommun, region","2021",0
"Tierp","flerbostadshus","stat, kommun, region","2022",0
"Tierp","flerbostadshus","stat, kommun, region","2023",0
"Tierp","flerbostadshus","stat, kommun, region","2024",0
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2013",1541
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2014",1543
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2015",1585
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2016",1587
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2017",1705
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2018",1719
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2019",1724
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2020",1724
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2021",1732
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2022",1732
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2023",1732
"Tierp","flerbostadshus","allmännyttiga bostadsföretag","2024",1732
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2013",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2014",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2015",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2016",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2017",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2018",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2019",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2020",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2021",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2022",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2023",0
"Tierp","flerbostadshus","kooperativa hyresrättsföreningar","2024",0
"Tierp","flerbostadshus","bostadsrättsföreningar","2013",704
"Tierp","flerbostadshus","bostadsrättsföreningar","2014",704
"Tierp","flerbostadshus","bostadsrättsföreningar","2015",708
"Tierp","flerbostadshus","bostadsrättsföreningar","2016",708
"Tierp","flerbostadshus","bostadsrättsföreningar","2017",751
"Tierp","flerbostadshus","bostadsrättsföreningar","2018",751
"Tierp","flerbostadshus","bostadsrättsföreningar","2019",751
"Tierp","flerbostadshus","bostadsrättsföreningar","2020",810
"Tierp","flerbostadshus","bostadsrättsföreningar","2021",810
"Tierp","flerbostadshus","bostadsrättsföreningar","2022",805
"Tierp","flerbostadshus","bostadsrättsföreningar","2023",805
"Tierp","flerbostadshus","bostadsrättsföreningar","2024",824
"Tierp","flerbostadshus","fysiska personer","2013",195
"Tierp","flerbostadshus","fysiska personer","2014",192
"Tierp","flerbostadshus","fysiska personer","2015",185
"Tierp","flerbostadshus","fysiska personer","2016",174
"Tierp","flerbostadshus","fysiska personer","2017",165
"Tierp","flerbostadshus","fysiska personer","2018",189
"Tierp","flerbostadshus","fysiska personer","2019",187
"Tierp","flerbostadshus","fysiska personer","2020",187
"Tierp","flerbostadshus","fysiska personer","2021",187
"Tierp","flerbostadshus","fysiska personer","2022",178
"Tierp","flerbostadshus","fysiska personer","2023",168
"Tierp","flerbostadshus","fysiska personer","2024",168
"Tierp","flerbostadshus","svenska aktiebolag","2013",577
"Tierp","flerbostadshus","svenska aktiebolag","2014",580
"Tierp","flerbostadshus","svenska aktiebolag","2015",584
"Tierp","flerbostadshus","svenska aktiebolag","2016",609
"Tierp","flerbostadshus","svenska aktiebolag","2017",617
"Tierp","flerbostadshus","svenska aktiebolag","2018",612
"Tierp","flerbostadshus","svenska aktiebolag","2019",607
"Tierp","flerbostadshus","svenska aktiebolag","2020",633
"Tierp","flerbostadshus","svenska aktiebolag","2021",666
"Tierp","flerbostadshus","svenska aktiebolag","2022",688
"Tierp","flerbostadshus","svenska aktiebolag","2023",766
"Tierp","flerbostadshus","svenska aktiebolag","2024",750
"Tierp","flerbostadshus","övriga ägare","2013",127
"Tierp","flerbostadshus","övriga ägare","2014",130
"Tierp","flerbostadshus","övriga ägare","2015",135
"Tierp","flerbostadshus","övriga ägare","2016",135
"Tierp","flerbostadshus","övriga ägare","2017",135
"Tierp","flerbostadshus","övriga ägare","2018",136
"Tierp","flerbostadshus","övriga ägare","2019",136
"Tierp","flerbostadshus","övriga ägare","2020",136
"Tierp","flerbostadshus","övriga ägare","2021",136
"Tierp","flerbostadshus","övriga ägare","2022",136
"Tierp","flerbostadshus","övriga ägare","2023",137
"Tierp","flerbostadshus","övriga ägare","2024",137
"Tierp","flerbostadshus","uppgift saknas","2013",0
"Tierp","flerbostadshus","uppgift saknas","2014",0
"Tierp","flerbostadshus","uppgift saknas","2015",0
"Tierp","flerbostadshus","uppgift saknas","2016",0
"Tierp","flerbostadshus","uppgift saknas","2017",0
"Tierp","flerbostadshus","uppgift saknas","2018",0
"Tierp","flerbostadshus","uppgift saknas","2019",0
"Tierp","flerbostadshus","uppgift saknas","2020",0
"Tierp","flerbostadshus","uppgift saknas","2021",0
"Tierp","flerbostadshus","uppgift saknas","2022",0
"Tierp","flerbostadshus","uppgift saknas","2023",0
"Tierp","flerbostadshus","uppgift saknas","2024",0
"Tierp","övriga hus","stat, kommun, region","2013",3
"Tierp","övriga hus","stat, kommun, region","2014",4
"Tierp","övriga hus","stat, kommun, region","2015",4
"Tierp","övriga hus","stat, kommun, region","2016",4
"Tierp","övriga hus","stat, kommun, region","2017",4
"Tierp","övriga hus","stat, kommun, region","2018",4
"Tierp","övriga hus","stat, kommun, region","2019",3
"Tierp","övriga hus","stat, kommun, region","2020",3
"Tierp","övriga hus","stat, kommun, region","2021",3
"Tierp","övriga hus","stat, kommun, region","2022",3
"Tierp","övriga hus","stat, kommun, region","2023",3
"Tierp","övriga hus","stat, kommun, region","2024",3
"Tierp","övriga hus","allmännyttiga bostadsföretag","2013",18
"Tierp","övriga hus","allmännyttiga bostadsföretag","2014",18
"Tierp","övriga hus","allmännyttiga bostadsföretag","2015",18
"Tierp","övriga hus","allmännyttiga bostadsföretag","2016",21
"Tierp","övriga hus","allmännyttiga bostadsföretag","2017",21
"Tierp","övriga hus","allmännyttiga bostadsföretag","2018",8
"Tierp","övriga hus","allmännyttiga bostadsföretag","2019",8
"Tierp","övriga hus","allmännyttiga bostadsföretag","2020",8
"Tierp","övriga hus","allmännyttiga bostadsföretag","2021",8
"Tierp","övriga hus","allmännyttiga bostadsföretag","2022",8
"Tierp","övriga hus","allmännyttiga bostadsföretag","2023",8
"Tierp","övriga hus","allmännyttiga bostadsföretag","2024",8
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2013",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2014",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2015",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2016",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2017",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2018",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2019",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2020",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2021",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2022",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2023",0
"Tierp","övriga hus","kooperativa hyresrättsföreningar","2024",0
"Tierp","övriga hus","bostadsrättsföreningar","2013",0
"Tierp","övriga hus","bostadsrättsföreningar","2014",0
"Tierp","övriga hus","bostadsrättsföreningar","2015",0
"Tierp","övriga hus","bostadsrättsföreningar","2016",0
"Tierp","övriga hus","bostadsrättsföreningar","2017",0
"Tierp","övriga hus","bostadsrättsföreningar","2018",0
"Tierp","övriga hus","bostadsrättsföreningar","2019",0
"Tierp","övriga hus","bostadsrättsföreningar","2020",0
"Tierp","övriga hus","bostadsrättsföreningar","2021",0
"Tierp","övriga hus","bostadsrättsföreningar","2022",0
"Tierp","övriga hus","bostadsrättsföreningar","2023",0
"Tierp","övriga hus","bostadsrättsföreningar","2024",0
"Tierp","övriga hus","fysiska personer","2013",60
"Tierp","övriga hus","fysiska personer","2014",86
"Tierp","övriga hus","fysiska personer","2015",90
"Tierp","övriga hus","fysiska personer","2016",93
"Tierp","övriga hus","fysiska personer","2017",98
"Tierp","övriga hus","fysiska personer","2018",108
"Tierp","övriga hus","fysiska personer","2019",102
"Tierp","övriga hus","fysiska personer","2020",102
"Tierp","övriga hus","fysiska personer","2021",105
"Tierp","övriga hus","fysiska personer","2022",107
"Tierp","övriga hus","fysiska personer","2023",108
"Tierp","övriga hus","fysiska personer","2024",108
"Tierp","övriga hus","svenska aktiebolag","2013",29
"Tierp","övriga hus","svenska aktiebolag","2014",31
"Tierp","övriga hus","svenska aktiebolag","2015",33
"Tierp","övriga hus","svenska aktiebolag","2016",33
"Tierp","övriga hus","svenska aktiebolag","2017",31
"Tierp","övriga hus","svenska aktiebolag","2018",29
"Tierp","övriga hus","svenska aktiebolag","2019",34
"Tierp","övriga hus","svenska aktiebolag","2020",34
"Tierp","övriga hus","svenska aktiebolag","2021",36
"Tierp","övriga hus","svenska aktiebolag","2022",36
"Tierp","övriga hus","svenska aktiebolag","2023",35
"Tierp","övriga hus","svenska aktiebolag","2024",33
"Tierp","övriga hus","övriga ägare","2013",19
"Tierp","övriga hus","övriga ägare","2014",20
"Tierp","övriga hus","övriga ägare","2015",19
"Tierp","övriga hus","övriga ägare","2016",17
"Tierp","övriga hus","övriga ägare","2017",17
"Tierp","övriga hus","övriga ägare","2018",17
"Tierp","övriga hus","övriga ägare","2019",14
"Tierp","övriga hus","övriga ägare","2020",14
"Tierp","övriga hus","övriga ägare","2021",14
"Tierp","övriga hus","övriga ägare","2022",14
"Tierp","övriga hus","övriga ägare","2023",15
"Tierp","övriga hus","övriga ägare","2024",15
"Tierp","övriga hus","uppgift saknas","2013",0
"Tierp","övriga hus","uppgift saknas","2014",0
"Tierp","övriga hus","uppgift saknas","2015",0
"Tierp","övriga hus","uppgift saknas","2016",0
"Tierp","övriga hus","uppgift saknas","2017",0
"Tierp","övriga hus","uppgift saknas","2018",0
"Tierp","övriga hus","uppgift saknas","2019",0
"Tierp","övriga hus","uppgift saknas","2020",0
"Tierp","övriga hus","uppgift saknas","2021",0
"Tierp","övriga hus","uppgift saknas","2022",0
"Tierp","övriga hus","uppgift saknas","2023",0
"Tierp","övriga hus","uppgift saknas","2024",0
"Tierp","specialbostäder","stat, kommun, region","2013",5
"Tierp","specialbostäder","stat, kommun, region","2014",0
"Tierp","specialbostäder","stat, kommun, region","2015",0
"Tierp","specialbostäder","stat, kommun, region","2016",0
"Tierp","specialbostäder","stat, kommun, region","2017",0
"Tierp","specialbostäder","stat, kommun, region","2018",0
"Tierp","specialbostäder","stat, kommun, region","2019",0
"Tierp","specialbostäder","stat, kommun, region","2020",0
"Tierp","specialbostäder","stat, kommun, region","2021",0
"Tierp","specialbostäder","stat, kommun, region","2022",0
"Tierp","specialbostäder","stat, kommun, region","2023",0
"Tierp","specialbostäder","stat, kommun, region","2024",0
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2013",256
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2014",264
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2015",266
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2016",266
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2017",255
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2018",255
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2019",255
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2020",255
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2021",261
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2022",261
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2023",261
"Tierp","specialbostäder","allmännyttiga bostadsföretag","2024",261
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2013",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2014",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2015",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2016",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2017",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2018",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2019",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2020",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2021",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2022",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2023",0
"Tierp","specialbostäder","kooperativa hyresrättsföreningar","2024",0
"Tierp","specialbostäder","bostadsrättsföreningar","2013",2
"Tierp","specialbostäder","bostadsrättsföreningar","2014",2
"Tierp","specialbostäder","bostadsrättsföreningar","2015",2
"Tierp","specialbostäder","bostadsrättsföreningar","2016",2
"Tierp","specialbostäder","bostadsrättsföreningar","2017",2
"Tierp","specialbostäder","bostadsrättsföreningar","2018",2
"Tierp","specialbostäder","bostadsrättsföreningar","2019",2
"Tierp","specialbostäder","bostadsrättsföreningar","2020",2
"Tierp","specialbostäder","bostadsrättsföreningar","2021",2
"Tierp","specialbostäder","bostadsrättsföreningar","2022",2
"Tierp","specialbostäder","bostadsrättsföreningar","2023",2
"Tierp","specialbostäder","bostadsrättsföreningar","2024",2
"Tierp","specialbostäder","fysiska personer","2013",0
"Tierp","specialbostäder","fysiska personer","2014",0
"Tierp","specialbostäder","fysiska personer","2015",0
"Tierp","specialbostäder","fysiska personer","2016",4
"Tierp","specialbostäder","fysiska personer","2017",4
"Tierp","specialbostäder","fysiska personer","2018",4
"Tierp","specialbostäder","fysiska personer","2019",4
"Tierp","specialbostäder","fysiska personer","2020",4
"Tierp","specialbostäder","fysiska personer","2021",4
"Tierp","specialbostäder","fysiska personer","2022",4
"Tierp","specialbostäder","fysiska personer","2023",4
"Tierp","specialbostäder","fysiska personer","2024",4
"Tierp","specialbostäder","svenska aktiebolag","2013",11
"Tierp","specialbostäder","svenska aktiebolag","2014",16
"Tierp","specialbostäder","svenska aktiebolag","2015",16
"Tierp","specialbostäder","svenska aktiebolag","2016",16
"Tierp","specialbostäder","svenska aktiebolag","2017",16
"Tierp","specialbostäder","svenska aktiebolag","2018",17
"Tierp","specialbostäder","svenska aktiebolag","2019",17
"Tierp","specialbostäder","svenska aktiebolag","2020",74
"Tierp","specialbostäder","svenska aktiebolag","2021",74
"Tierp","specialbostäder","svenska aktiebolag","2022",74
"Tierp","specialbostäder","svenska aktiebolag","2023",74
"Tierp","specialbostäder","svenska aktiebolag","2024",74
"Tierp","specialbostäder","övriga ägare","2013",2
"Tierp","specialbostäder","övriga ägare","2014",2
"Tierp","specialbostäder","övriga ägare","2015",2
"Tierp","specialbostäder","övriga ägare","2016",2
"Tierp","specialbostäder","övriga ägare","2017",2
"Tierp","specialbostäder","övriga ägare","2018",2
"Tierp","specialbostäder","övriga ägare","2019",2
"Tierp","specialbostäder","övriga ägare","2020",2
"Tierp","specialbostäder","övriga ägare","2021",2
"Tierp","specialbostäder","övriga ägare","2022",2
"Tierp","specialbostäder","övriga ägare","2023",2
"Tierp","specialbostäder","övriga ägare","2024",2
"Tierp","specialbostäder","uppgift saknas","2013",0
"Tierp","specialbostäder","uppgift saknas","2014",0
"Tierp","specialbostäder","uppgift saknas","2015",0
"Tierp","specialbostäder","uppgift saknas","2016",0
"Tierp","specialbostäder","uppgift saknas","2017",0
"Tierp","specialbostäder","uppgift saknas","2018",0
"Tierp","specialbostäder","uppgift saknas","2019",0
"Tierp","specialbostäder","uppgift saknas","2020",0
"Tierp","specialbostäder","uppgift saknas","2021",0
"Tierp","specialbostäder","uppgift saknas","2022",0
"Tierp","specialbostäder","uppgift saknas","2023",0
"Tierp","specialbostäder","uppgift saknas","2024",0
"Uppsala","småhus","stat, kommun, region","2013",85
"Uppsala","småhus","stat, kommun, region","2014",86
"Uppsala","småhus","stat, kommun, region","2015",115
"Uppsala","småhus","stat, kommun, region","2016",95
"Uppsala","småhus","stat, kommun, region","2017",86
"Uppsala","småhus","stat, kommun, region","2018",78
"Uppsala","småhus","stat, kommun, region","2019",80
"Uppsala","småhus","stat, kommun, region","2020",83
"Uppsala","småhus","stat, kommun, region","2021",83
"Uppsala","småhus","stat, kommun, region","2022",83
"Uppsala","småhus","stat, kommun, region","2023",78
"Uppsala","småhus","stat, kommun, region","2024",87
"Uppsala","småhus","allmännyttiga bostadsföretag","2013",224
"Uppsala","småhus","allmännyttiga bostadsföretag","2014",223
"Uppsala","småhus","allmännyttiga bostadsföretag","2015",223
"Uppsala","småhus","allmännyttiga bostadsföretag","2016",247
"Uppsala","småhus","allmännyttiga bostadsföretag","2017",241
"Uppsala","småhus","allmännyttiga bostadsföretag","2018",220
"Uppsala","småhus","allmännyttiga bostadsföretag","2019",220
"Uppsala","småhus","allmännyttiga bostadsföretag","2020",221
"Uppsala","småhus","allmännyttiga bostadsföretag","2021",205
"Uppsala","småhus","allmännyttiga bostadsföretag","2022",205
"Uppsala","småhus","allmännyttiga bostadsföretag","2023",211
"Uppsala","småhus","allmännyttiga bostadsföretag","2024",210
"Uppsala","småhus","kooperativa hyresrättsföreningar","2013",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2014",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2015",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2016",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2017",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2018",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2019",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2020",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2021",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2022",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2023",0
"Uppsala","småhus","kooperativa hyresrättsföreningar","2024",0
"Uppsala","småhus","bostadsrättsföreningar","2013",963
"Uppsala","småhus","bostadsrättsföreningar","2014",981
"Uppsala","småhus","bostadsrättsföreningar","2015",977
"Uppsala","småhus","bostadsrättsföreningar","2016",999
"Uppsala","småhus","bostadsrättsföreningar","2017",998
"Uppsala","småhus","bostadsrättsföreningar","2018",988
"Uppsala","småhus","bostadsrättsföreningar","2019",995
"Uppsala","småhus","bostadsrättsföreningar","2020",995
"Uppsala","småhus","bostadsrättsföreningar","2021",1040
"Uppsala","småhus","bostadsrättsföreningar","2022",1153
"Uppsala","småhus","bostadsrättsföreningar","2023",1215
"Uppsala","småhus","bostadsrättsföreningar","2024",1275
"Uppsala","småhus","fysiska personer","2013",25578
"Uppsala","småhus","fysiska personer","2014",25803
"Uppsala","småhus","fysiska personer","2015",26172
"Uppsala","småhus","fysiska personer","2016",26707
"Uppsala","småhus","fysiska personer","2017",26766
"Uppsala","småhus","fysiska personer","2018",26811
"Uppsala","småhus","fysiska personer","2019",26884
"Uppsala","småhus","fysiska personer","2020",26971
"Uppsala","småhus","fysiska personer","2021",27483
"Uppsala","småhus","fysiska personer","2022",27723
"Uppsala","småhus","fysiska personer","2023",27734
"Uppsala","småhus","fysiska personer","2024",27934
"Uppsala","småhus","svenska aktiebolag","2013",314
"Uppsala","småhus","svenska aktiebolag","2014",314
"Uppsala","småhus","svenska aktiebolag","2015",329
"Uppsala","småhus","svenska aktiebolag","2016",344
"Uppsala","småhus","svenska aktiebolag","2017",343
"Uppsala","småhus","svenska aktiebolag","2018",357
"Uppsala","småhus","svenska aktiebolag","2019",363
"Uppsala","småhus","svenska aktiebolag","2020",363
"Uppsala","småhus","svenska aktiebolag","2021",371
"Uppsala","småhus","svenska aktiebolag","2022",388
"Uppsala","småhus","svenska aktiebolag","2023",385
"Uppsala","småhus","svenska aktiebolag","2024",374
"Uppsala","småhus","övriga ägare","2013",184
"Uppsala","småhus","övriga ägare","2014",180
"Uppsala","småhus","övriga ägare","2015",202
"Uppsala","småhus","övriga ägare","2016",142
"Uppsala","småhus","övriga ägare","2017",141
"Uppsala","småhus","övriga ägare","2018",131
"Uppsala","småhus","övriga ägare","2019",118
"Uppsala","småhus","övriga ägare","2020",119
"Uppsala","småhus","övriga ägare","2021",114
"Uppsala","småhus","övriga ägare","2022",144
"Uppsala","småhus","övriga ägare","2023",143
"Uppsala","småhus","övriga ägare","2024",125
"Uppsala","småhus","uppgift saknas","2013",43
"Uppsala","småhus","uppgift saknas","2014",16
"Uppsala","småhus","uppgift saknas","2015",7
"Uppsala","småhus","uppgift saknas","2016",16
"Uppsala","småhus","uppgift saknas","2017",16
"Uppsala","småhus","uppgift saknas","2018",19
"Uppsala","småhus","uppgift saknas","2019",17
"Uppsala","småhus","uppgift saknas","2020",19
"Uppsala","småhus","uppgift saknas","2021",19
"Uppsala","småhus","uppgift saknas","2022",20
"Uppsala","småhus","uppgift saknas","2023",19
"Uppsala","småhus","uppgift saknas","2024",20
"Uppsala","flerbostadshus","stat, kommun, region","2013",57
"Uppsala","flerbostadshus","stat, kommun, region","2014",57
"Uppsala","flerbostadshus","stat, kommun, region","2015",19
"Uppsala","flerbostadshus","stat, kommun, region","2016",19
"Uppsala","flerbostadshus","stat, kommun, region","2017",19
"Uppsala","flerbostadshus","stat, kommun, region","2018",83
"Uppsala","flerbostadshus","stat, kommun, region","2019",37
"Uppsala","flerbostadshus","stat, kommun, region","2020",140
"Uppsala","flerbostadshus","stat, kommun, region","2021",140
"Uppsala","flerbostadshus","stat, kommun, region","2022",140
"Uppsala","flerbostadshus","stat, kommun, region","2023",144
"Uppsala","flerbostadshus","stat, kommun, region","2024",144
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2013",11379
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2014",11558
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2015",11824
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2016",12291
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2017",12314
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2018",12954
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2019",13152
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2020",13180
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2021",13396
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2022",12923
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2023",12925
"Uppsala","flerbostadshus","allmännyttiga bostadsföretag","2024",12958
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2013",0
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2014",0
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2015",0
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2016",0
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2017",0
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2018",0
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2019",0
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2020",0
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2021",122
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2022",122
"Uppsala","flerbostadshus","kooperativa hyresrättsföreningar","2023",122
